AUNumber,InstName,Category,IUNumber,IU,CountyName,StatusDescription,EffectiveDate,PhoneNumber,PhoneNumberExtn,WebAddress,MailingAddressLine1,MailingAddressLine2,MailingCity,MailingState,MailingZipCode,MailingZipCodeExtn,LocationAddressLine1,LocationAddressLine2,LocationCity,LocationState,LocationZipCode,LocationZipCodeExtn,Title,Salutation,FirstName,MiddleInitial,LastName,Suffix,AdminPhoneNumber,AdminPhoneNumberExtn,CommissionStartDate,CommissionExpirationDate,
300020130,ABC's for Children,"Licensed, Private Academic School",3,Allegheny IU 3,Allegheny,Open,10/01/1992,(412)344-4422,,,1630 Greentree Rd,1630 Greentree Road,Pittsburgh,PA,15220,,1630 Greentree Rd,1630 Greentree Road,Pittsburgh,PA,15220,,Principal,,Jennie,,Brown,,,,,,
300020130,ABC's for Children,"Nonpublic, Non-Licensed School",3,Allegheny IU 3,Allegheny,Open,10/01/1992,(412)344-4422,,,1630 Greentree Rd,1630 Greentree Road,Pittsburgh,PA,15220,,1630 Greentree Rd,1630 Greentree Road,Pittsburgh,PA,15220,,Director,,Ashley,M,Dodd,,(412)344-4422,,,,
300020130,ABC's for Children,"Nonpublic, Non-Licensed School",3,Allegheny IU 3,Allegheny,Open,10/01/1992,(412)344-4422,,,1630 Greentree Rd,1630 Greentree Road,Pittsburgh,PA,15220,,1630 Greentree Rd,1630 Greentree Road,Pittsburgh,PA,15220,,Principal,,Jennie,,Brown,,,,,,
324077756,ABC-Areas Best Childcare and Preschool Inc,Miscellaneous,8,Appalachia IU 8,Blair,Open,01/23/2007,(814)695-4697,,,764 Plaza,Units 8-10,Duncansville,pa,16635,9998,764 Plaza,Units 8-10,Duncansville,pa,16635,9998,Director,Ms,Judy,,Massaro,,,,,,
382514767,"ABCD Day Care, Inc.",Miscellaneous,,,Philadelphia,Open,04/16/2008,(215)698-8800,,,ABCD Day Care,11010 Rennard Street,Philadelphia,PA,19116,2618,ABCD Day Care,11010 Rennard Street,Philadelphia,PA,19116,2618,Director,Ms,Svetlana,,Liberman,,,,,,
300020095,ABCS At Forbes Day Care Center,Miscellaneous,3,Allegheny IU 3,Allegheny,Open,10/22/1997,(412)373-8100,,,607 Beatty Rd,,Monroeville,PA,15146,1502,607 Beatty Rd,,Monroeville,PA,15146,1502,Director,Ms,Margaret, ,McAndrew,,,,,,
219357281,Abington Christian Academy,"Nonpublic, Non-Licensed School",19,Northeastern Educational IU 19,Lackawanna,Open,10/01/1992,(570)586-5270,,,204 S Abington Road,,Clarks Green,PA,18411,,204 S Abington Road,,Clarks Green,PA,18411,,Principal,Mrs,Jan,K,Wells,,,,,,
919350243,Abington Community Library,Library,,,Lackawanna,Open,11/09/2000,(570)587-3440,,http://www.albright.org/Abington/index.htm,1200 W Grove St,,Clarks Summit,PA,18411,9501,1200 W Grove St,,Clarks Summit,PA,18411,9501,Director,,Leah,D,Rudolph,,(570)587-3440,,,,
223460102,Abington Friends School,"Nonpublic, Non-Licensed School",23,Montgomery County IU 23,Montgomery,Open,10/01/1992,(215)886-4350,,,575 Washington Ln,,Jenkintown,PA,19046,3242,575 Washington Ln,,Jenkintown,PA,19046,3242,Principal,,Richard,,Nourie,,,,,,
119350303,Abington Heights SD,School District,19,Northeastern Educational IU 19,Lackawanna,Open,06/08/1999,(570)586-2511,,http://www.ahsd.org,200 E Grove St,,Clarks Summit,PA,18411,1776,200 E Grove St,,Clarks Summit,PA,18411,1776,Assistant Superintendent,Dr,Thomas,J,Quinn,,(570)585-8275,,03/22/2012,03/21/2017,
119350303,Abington Heights SD,School District,19,Northeastern Educational IU 19,Lackawanna,Open,06/08/1999,(570)586-2511,,http://www.ahsd.org,200 E Grove St,,Clarks Summit,PA,18411,1776,200 E Grove St,,Clarks Summit,PA,18411,1776,Business Manager,Mr,James,,Mirabelli,,(570)585-8223,,,,
119350303,Abington Heights SD,School District,19,Northeastern Educational IU 19,Lackawanna,Open,06/08/1999,(570)586-2511,,http://www.ahsd.org,200 E Grove St,,Clarks Summit,PA,18411,1776,200 E Grove St,,Clarks Summit,PA,18411,1776,Superintendent,Mr,Michael,,Mahon,,(570)586-2511,,05/19/2015,05/18/2020,
300350250,Abington Heights South Campus,Miscellaneous,19,Northeastern Educational IU 19,Lackawanna,Open,04/23/1993,,,,401 W Grove St,,Clarks Summit,PA,18411,2025,401 W Grove St,,Clarks Summit,PA,18411,2025,,,,,,,,,,,
923461840,Abington Memorial Hospital,Library,,,Montgomery,Open,04/12/1993,(215)481-5591,,,School of Nursing Library ,"2500 Maryland Rd, Ste 200",Willow Grove ,PA,19090,1284,School of Nursing Library ,"2500 Maryland Rd, Ste 200",Willow Grove ,PA,19090,1284,,,,,,,,,,,
923461811,Abington Memorial Hospital Safe Harbor Program,Library,,,Montgomery,Open,01/08/1991,(215)481-5983,,,2510 Maryland Road Suite 225,,Willow Grove,PA,19090,,2510 Maryland Road Suite 225,,Willow Grove,PA,19090,,,,,,,,,,,,
300460400,Abington Presbyterian Nursery School,"Licensed, Private Academic School",23,Montgomery County IU 23,Montgomery,Open,10/01/1990,(215)885-0832,,,1082 Old York Rd,,Abington,PA,19001,,1082 Old York Rd,,Abington,PA,19001,,Director,Ms,Barbara,,Foy,,(215)884-2908,,,,
123460302,Abington SD,School District,23,Montgomery County IU 23,Montgomery,Open,11/05/1999,(215)884-4700,,http://www.abington.k12.pa.us,970 Highland Ave,,Abington,PA,19001,4535,970 Highland Ave,,Abington,PA,19001,4535,Assistant Superintendent,,,,Vacant,,,,,,
123460302,Abington SD,School District,23,Montgomery County IU 23,Montgomery,Open,11/05/1999,(215)884-4700,,http://www.abington.k12.pa.us,970 Highland Ave,,Abington,PA,19001,4535,970 Highland Ave,,Abington,PA,19001,4535,Assistant Superintendent,Dr,Jeffrey,S,Fecher,,(215)884-4700,,01/01/2014,12/31/2018,
123460302,Abington SD,School District,23,Montgomery County IU 23,Montgomery,Open,11/05/1999,(215)884-4700,,http://www.abington.k12.pa.us,970 Highland Ave,,Abington,PA,19001,4535,970 Highland Ave,,Abington,PA,19001,4535,Business Manager,Mr,Christopher,A,Lionetti,,(215)881-2541,,,,
123460302,Abington SD,School District,23,Montgomery County IU 23,Montgomery,Open,11/05/1999,(215)884-4700,,http://www.abington.k12.pa.us,970 Highland Ave,,Abington,PA,19001,4535,970 Highland Ave,,Abington,PA,19001,4535,Superintendent,Dr,Amy,F,Sichel,,(215)884-4700,,02/03/2016,02/02/2021,
923460034,Abington Twp Public Library,Library,,,Montgomery,Open,08/11/1994,(215)885-5180,,,1030 Old York Rd,,Abington,PA,19001,4530,1030 Old York Rd,,Abington,PA,19001,4530,Director,,Nancy,H,Marshall,,(215)885-5180,,,,
350028261,ABK Learning & Development Center,Miscellaneous,,,Allegheny,Open,03/02/2016,(412)758-8993,,,1801 Jancey Street,,Pittsburgh,PA,15206,1065,1801 Jancey Street,,Pittsburgh,PA,15206,1065,Director,Ms,Lesely,,Crawford,,(412)758-8993,,,,
323460117,ABLE Academy,"Licensed, Private Academic School",23,Montgomery County IU 23,Montgomery,Open,01/16/2015,(215)542-9045,,,757 Eastwind Cr,,Dresher,PA,19025,,2015 S Limekiln Pk,,Dresher,PA,19025,,Director,Ms,Brianna,,Baer,,(215)834-8646,,,,
300510098,ABO HAVEN INC,Miscellaneous,,,Philadelphia,Open,01/27/2006,,,,1010 SPRING GARDEN STREET,,PHILADELPHIA,PA,19123,,1010 SPRING GARDEN STREET,,PHILADELPHIA,PA,19123,,,,,,,,,,,,
325230011,Abounding Grace Family Worship,Miscellaneous,25,Delaware County IU 25,Delaware,Open,07/08/2004,(610)566-0457,,,321 East Jefferson Street,,Media,PA,19063,,321 East Jefferson Street,,Media,PA,19063,,,,,,,,,,,,
300020098,ABOVE & BEYOND CHILD CAR CENTER,Miscellaneous,,,Allegheny,Open,07/28/2006,,,,2165 NOBLESTOWN ROAD,,PITTSBURGH,PA,15205,,2165 NOBLESTOWN ROAD,,PITTSBURGH,PA,15205,,,,,,,,,,,,
326468918,"Above Driving School, LLC",Private Driver Training School,23,Montgomery County IU 23,Montgomery,Open,12/16/2014,(215)379-0907,,,140 Park Avenue,,Rockledge,PA,19046,,140 Park Avenue,,Rockledge,PA,19046,,Director,,Mario, ,Morrone,,(215)287-8601,,,,
300519360,"Above the Mean, Inc.",Act 48 Independent Provider,,,Philadelphia,Open,02/22/2013,(215)535-8941,,,710 W. Champlost Avenue,,Philadelphia,PA,19120,,710 W. Champlost Avenue,,Philadelphia,PA,19120,,,,,,,,,,,,
222090052,Abrams Hebrew Academy,"Nonpublic, Non-Licensed School",22,Bucks County IU 22,Bucks,Open,10/01/1992,(215)493-1800,,,31 W College Ave,,Yardley,PA,19067,1516,31 W College Ave,,Yardley,PA,19067,1516,Principal,Rabbi,Ira,,Budow,,,,,,
322090008,Abrams Hebrew Academy 1,Miscellaneous,22,Bucks County IU 22,Bucks,Open,08/09/2002,,,,300 West Collegeville Avenue,,Yardley,PA,19006,,300 West Collegeville Avenue,,Yardley,PA,19006,,,,,,,,,,,,
923510100,Abramson Center for Jewish Life,Library,,,Montgomery,Open,04/30/2004,(215)371-1333,,,Polisher Research Ins Library ,1425 Horsham Rd,North Wales ,PA,19454,1320,Polisher Research Ins Library ,1425 Horsham Rd,North Wales ,PA,19454,1320,,,,,,,,,,,
314063918,Abraxas Academy,Miscellaneous,14,Berks County IU 14,Berks,Open,05/29/2013,(610)913-8000,227,http://www.abraxasyfs.com,1000 Academy Drive,P.O. Box 645,Morgantown,PA,19543,,1000 Academy Drive,P.O. Box 645,Morgantown,PA,19543,,Education Director,Ms,Carla,,Spatz,,(610)913-8000,260,,,
300020030,Abraxas Ctr Adlscnt Females,"Other Private, Non-Licensed Entity",3,Allegheny IU 3,Allegheny,Open,07/06/1990,(412)562-0105,,,437 Turrett St,,Pittsburgh,PA,15206,3370,437 Turrett St,,Pittsburgh,PA,15206,3370,,,,,,,,,,,
300250080,Abraxas Foundation Inc,"Other Private, Non-Licensed Entity",5,Northwest Tri-County IU 5,Erie,Open,01/02/1991,(814)456-7225,,,121 W 14th Street,,Erie,PA,16501,,121 W 14th Street,,Erie,PA,16501,,,,,,,,,,,,
302020099,Abraxas High School,Act 48 Independent Provider,,,Allegheny,Open,08/12/1998,(412)363-9980,,,437 Turrett Street,,Pittsburgh,PA,15206,,437 Turrett Street,,Pittsburgh,PA,15206,,,,,,,,,,,,
300250070,Abraxas II,"Other Private, Non-Licensed Entity",5,Northwest Tri-County IU 5,Erie,Open,12/08/1992,,,,502 W 6th St,,Erie,PA,16507,1129,502 W 6th St,,Erie,PA,16507,1129,,,,,,,,,,,
300020020,Abraxas III,"Other Private, Non-Licensed Entity",3,Allegheny IU 3,Allegheny,Open,07/06/1990,(412)562-0105,,,936 W North Ave,,Pittsburgh,PA,15233,1606,936 W North Ave,,Pittsburgh,PA,15233,1606,,,,,,,,,,,
312283332,Abraxas Leadership Development Program,Miscellaneous,12,Lincoln IU 12,Franklin,Open,05/29/2013,(717)749-7440,,,10058 South Mountain Road,Building # 6,South Mountain,PA,17261,,10058 South Mountain Road,Building # 6,South Mountain,PA,17261,,Education Director,Ms,Nicole,,Brown,,(717)749-7440,,,,
312289333,Abraxas Youth Center,Miscellaneous,12,Lincoln IU 12,Franklin,Open,05/29/2013,(717)749-2615,,,10058 South Mountain Road,P.O. Box 334 - Building #3,South Mountain,PA,17261,,10058 South Mountain Road,P.O. Box 334 - Building #3,South Mountain,PA,17261,,Education Director,Ms,Melissa,,Kennedy,,(717)749-2615,,,,
309519269,Abundance of Joy Childcare & Learning Academy,Miscellaneous,,,Philadelphia,Open,06/28/2012,(215)224-0222,,,1734 West Cheltenham Avenue,,Philadelphia,PA,19126,1546,1734 West Cheltenham Avenue,,Philadelphia,PA,19126,1546,Director,Ms,Nadia,,Cook,,(215)224-0222,,,,
351021089,ABUNDANT BEGINNINGS CHILDCARE AND EARLY LEARNING CENTER,Miscellaneous,,,Allegheny,Open,06/30/2007,(412)247-0394,,,235 EASTGATE DRIVE,,PITTSBURGH,PA,15235,1413,235 EASTGATE DRIVE,,PITTSBURGH,PA,15235,1413,Director,Mrs,CATHERINE,,WHITELY,,(412)247-0394,,,,
203020115,Abundant Life Academy,"Nonpublic, Non-Licensed School",3,Allegheny IU 3,Allegheny,Open,02/06/2008,(412)276-6700,,,10 North Fremont Avenue,,Bellevue,PA,15202,,2541 Edgewood Drive,,Pittsburgh,PA,15241,0000,Principal,Pr,Gary,T,Gideon,,,,,,
226510087,Abundant Life Academy,"Nonpublic, Non-Licensed School",26,Philadelphia IU 26,Philadelphia,Open,08/19/2013,(267)884-4779,,,1419 Edgewood Avenue,,Abington,PA,19001,,1731 S. Broad Street,,Philadelphia,PA,19148,,Principal,,Hannah,,Park,,,,,,
335670329,Abundant Life Outreach Inc,Miscellaneous,,,York,Open,06/07/2011,(717)845-3440,,,701 W King Street,,York,PA,17401,,701 W King Street,,York,PA,17401,,Director,Mr,Anthony,,Sease,,(717)845-3440,,,,
300088701,Abuse and Rape Crisis Center,Act 48 Independent Provider,,,Bradford,Open,06/24/2005,,,,P.O. Box 186,,Towanda,PA,18848,0186,P.O. Box 186,,Towanda,PA,18848,0186,,,,,,,,,,,
300510055,"ACADEMIC ACADEMY, INC",Miscellaneous,,,Philadelphia,Open,08/21/2003,,,,2232 CHRISTIAN STREET,,PHILADELPHIA,PA,19146,,2232 CHRISTIAN STREET,,PHILADELPHIA,PA,19146,,,,,,,,,,,,
300450150,Academic Learning Center,"Licensed, Private Academic School",20,Colonial IU 20,Monroe,Open,10/01/1990,(570)421-6540,,,344 Main St,,Stroudsburg,PA,18360,2463,344 Main St,,Stroudsburg,PA,18360,,Director,Ms,Mary,J,Procaccino,,(570)476-2909,,,,
327391037,Academic Minds,Miscellaneous,,,Lehigh,Open,05/06/2011,(484)951-1145,,,PO Box 792,,Whitehall,PA,18052,,PO Box 792,,Whitehall,PA,18052,,Director,Ms,Yosaf,,Saleb,,(484)951-1145,,,,
321230931,"Academic Potential Unlimited, LLC",Act 48 Independent Provider,,,Delaware,Open,01/05/2011,(610)331-2335,,,P.O. Box 582,,Broomall,PA,19008,,P.O. Box 582,,Broomall,PA,19008,,,,,,,,,,,,
300250015,ACADEMIC SUCCESS CENTER INC,Miscellaneous,,,Erie,Open,07/07/2006,,,,313 EAST 23RD ST,,ERIE,PA,16503,,313 EAST 23RD ST,,ERIE,PA,16503,,,,,,,,,,,,
300020115,Academy,"Licensed, Private Academic School",2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,10/01/2000,(412)885-5200,,,900 Agnew Rd,,Pittsburgh,PA,15227,3902,900 Agnew Rd,,Pittsburgh,PA,15227,,Director,Mr,William,,Styche,,(412)751-4250,,,,
300510038,Academy 2000 Educational Child Care Center,Miscellaneous,,,Philadelphia,Open,06/19/2002,,,,5845 Market Street,,Philadelphia,PA,19139,,5845 Market Street,,Philadelphia,PA,19139,,,,,,,,,,,,
102020003,Academy CS,Charter School                          ,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,08/12/2005,(412)885-5200,,,900 Agnew Rd,,Pittsburgh,PA,15227,,900 Agnew Rd,,Pittsburgh,PA,15227,,Chief Executive Officer,Mr,William,G,Styche,,,,,,
326510104,Academy Driving School,Private Driver Training School,26,Philadelphia IU 26,Philadelphia,Open,08/17/2006,(215)605-0450,,,3389 S. Keswick Road,,Philadelphia,PA,19114,,3389 S. Keswick Road,,Philadelphia,PA,19114,,Director,,Leland,G,Graves,,(215)824-2081,,,,
300510330,Academy Early Learning,"Other Private, Non-Licensed Entity",26,Philadelphia IU 26,Philadelphia,Open,07/06/1990,(215)951-5554,,,5000 Wissahickon Ave,,Philadelphia,PA,19144,4867,5000 Wissahickon Ave,,Philadelphia,PA,19144,4867,,,,,,,,,,,
412015229,Academy for Media Production (The),Private Licensed School,,,Adams,Open,05/22/2007,(717)334-4487,,http://www.academyformediaproduction.com,238 Main Street,,McSherrystown,PA,17344,,238 Main Street,,McSherrystown,PA,17344,,Chief Executive Officer,Mr,Bill,,Chenaille,,(800)661-2981,,,,
412015229,Academy for Media Production (The),Private Licensed School,,,Adams,Open,05/22/2007,(717)334-4487,,http://www.academyformediaproduction.com,238 Main Street,,McSherrystown,PA,17344,,238 Main Street,,McSherrystown,PA,17344,,Chief Executive Officer,Mr,Paul,T,Chiacchierini,,(800)661-2981,,,,
326510076,Academy in Manayunk,"Licensed, Private Academic School",23,Montgomery County IU 23,Montgomery,Open,06/16/2006,(215)483-2461,,,1200 River Rd,,Conshohocken,PA,19428,,1200 River Rd,,Conshohocken,PA,19428,,Director,Ms,Kristina,S,McGuirk,,(610)489-2051,,,,
427041279,Academy of Investigation and Protection,Private Licensed School,,,Beaver,Open,12/20/2004,(724)775-7970,,,3645 Brodhead Road,,Monaca,PA,15061,,3645 Brodhead Road,,Monaca,PA,15061,,Acting Executive Director,Mr,William,,Caffall,,(724)775-3577,,,,
427041279,Academy of Investigation and Protection,Private Licensed School,,,Beaver,Open,12/20/2004,(724)775-7970,,,3645 Brodhead Road,,Monaca,PA,15061,,3645 Brodhead Road,,Monaca,PA,15061,,Chief Executive Officer,Mr,Louis,W,Gentile,,(724)775-3577,,,,
423461299,Academy of Massage Therapy & Bodyworks,Private Licensed School,,,Montgomery,Open,01/05/2007,(610)468-5497,,http://www.massage-training.net/,141 East High Street,,Pottstown,PA,19464,,141 East High Street,,Pottstown,PA,19464,,Chief Executive Officer,Mr,James,,Funk,,(610)468-5497,,,,
423461299,Academy of Massage Therapy & Bodyworks,Private Licensed School,,,Montgomery,Open,01/05/2007,(610)468-5497,,http://www.massage-training.net/,141 East High Street,,Pottstown,PA,19464,,141 East High Street,,Pottstown,PA,19464,,Chief Executive Officer,Ms,Amanda,,Howard,,(610)468-5497,,,,
423461299,Academy of Massage Therapy & Bodyworks,Private Licensed School,,,Montgomery,Open,01/05/2007,(610)468-5497,,http://www.massage-training.net/,141 East High Street,,Pottstown,PA,19464,,141 East High Street,,Pottstown,PA,19464,,Chief Executive Officer,Ms,Angela,P,Wagner,,(610)468-5497,,,,
926510603,Academy of Nat SCI of Phila,"Other Private, Non-Licensed Entity",26,Philadelphia IU 26,Philadelphia,Open,09/03/1992,(215)299-1041,,,1900 Benjamin Parkway,,Philadelphia,PA,19103,1195,1900 Benjamin Parkway,,Philadelphia,PA,19103,1195,,,,,,,,,,,
926511063,Academy of Natural Sciences,Library,,,Philadelphia,Open,06/16/2004,(215)299-1040,,,Ewell Sale Stewart Lib ,1900 Benjamin Franklin Parkway,Philadelphia ,PA,19103,1195,Ewell Sale Stewart Lib ,1900 Benjamin Franklin Parkway,Philadelphia ,PA,19103,1195,,,,,,,,,,,
225230202,Academy of Notre Dame,"Nonpublic, Non-Licensed School",25,Delaware County IU 25,Delaware,Open,10/01/1992,(610)687-0650,,,560 Sproul Rd,,Villanova,PA,19085,1220,560 Sproul Rd,,Villanova,PA,19085,1220,Principal,,Jacqueline,,Coccia,,,,,,
223460152,Academy of the New Ch Boys,"Nonpublic, Non-Licensed School",23,Montgomery County IU 23,Montgomery,Open,10/01/1992,(267)502-2538,,,2815 Benade Circle,PO Box 707,Bryn Athyn,PA,19009,0000,2815 Benade Circle,,Bryn Athyn,PA,19009,,Principal,Mr,Jeremy,,Irwin,,,,,,
223460162,Academy of the New Ch Girls,"Nonpublic, Non-Licensed School",23,Montgomery County IU 23,Montgomery,Open,10/01/1992,(215)947-4200,,,2815 Benade Circle,PO Box 707,Bryn Athyn,PA,19009,0000,2815 Huntington Pk,,Bryn Athyn,PA,19009,0000,Principal,,Susan,,Odhner,,,,,,
300460440,Accel Academy,"Licensed, Private Academic School",23,Montgomery County IU 23,Montgomery,Open,10/01/2000,(215)635-5780,,,1329 W Cheltenham Ave,,Melrose Park,PA,19027,,1329 W Cheltenham Ave,,Melrose Park,PA,19027,,Director,Ms,Jennifer,M,Pak,,(215)803-3041,,,,
300010900,Access Inc,"Other Private, Non-Licensed Entity",12,Lincoln IU 12,Adams,Open,07/06/1990,(717)337-1337,,,165 York St,,Gettysburg,PA,17325,1933,165 York St,,Gettysburg,PA,17325,1933,,,,,,,,,,,
312237932,Accident Free Driving School,Private Driver Training School,25,Delaware County IU 25,Delaware,Open,12/30/2009,(267)879-7244,,,P O Box 1436,,Havertown,PA,19083,,P O Box 1436,,Havertown,PA,19083,,Director,,Lawrence,F,Kaufman,,(267)879-7244,,,,
300090010,Accurate Driving School,Private Driver Training School,22,Bucks County IU 22,Bucks,Open,07/06/1990,(215)504-5468,,,232 Marble Court,,Yardley,PA,19067,5718,232 Marble Court,,Yardley,PA,19067,5718,Director,,, ,Vacant,,((21)5)5-04-5,,,,
300090010,Accurate Driving School,Private Driver Training School,22,Bucks County IU 22,Bucks,Open,07/06/1990,(215)504-5468,,,232 Marble Court,,Yardley,PA,19067,5718,232 Marble Court,,Yardley,PA,19067,5718,Director,,Michael,C,Kendall,,(570)622-7960,,,,
300460430,Ace Driving School,Private Driver Training School,23,Montgomery County IU 23,Montgomery,Open,07/06/1990,(610)664-0363,,,617 General Lafayette Rd,,Merion Station,PA,19066,,617 General Lafayette Rd,,Merion Station,PA,19066,,Director,,Arturo,A,Alzate,,(215)668-1965,,,,
397227685,"Ace Family, LLP",Miscellaneous,,,Dauphin,Open,09/01/2012,(717)214-4373,,,3601 N. 2nd Street,,Harrisburg,PA,17110,,3601 N. 2nd Street,,Harrisburg,PA,17110,,Director,Mr,Eric,,Waters,,(717)214-4373,,,,
307518113,Acelero Learning Camden Phila Inc,Miscellaneous,,,Philadelphia,Open,03/31/2010,(856)834-6136,,,1801 N 23RD STREET,,PHILADELPHIA,PA,19121,,1801 N 23RD STREET,,PHILADELPHIA,PA,19121,,Director,Ms,Victoria,,Ankrah,,(856)834-6136,,,,
300250120,Achievement Center,"Other Private, Non-Licensed Entity",5,Northwest Tri-County IU 5,Erie,Open,03/28/1994,(814)459-2755,,,101 E 6th St,,Erie,PA,16501,1201,101 E 6th St,,Erie,PA,16501,1201,,,,,,,,,,,
125230001,Achievement House CS,Charter School                          ,24,Chester County IU 24,Chester,Open,08/16/2004,(484)615-6200,,http://www.achievementcharter.com/,600 Eagleview Boulevard,First Floor,Exton,PA,19341,,600 Eagleview Boulevard,First Floor,Exton,PA,19341,,Chief Executive Officer,Mr,Donald,,Asplen,,(610)524-0143,123,,,
300460001,ACLAMO,Miscellaneous,,,Montgomery,Open,09/26/2001,(610)277-2570,,,512 West Marshall St,,Norristown,PA,19401,,512 West Marshall St,,Norristown,PA,19401,,Executive Director,Mr,Juan,,Guerra,,,,,,
300020102,ACLD Learning Center,"Licensed, Private Academic School",2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,10/01/2000,(412)881-2253,,,4900 Girard Rd,,Pittsburgh,PA,15227,1440,4900 Girard Road,,Pittsburgh,PA,15227,1440,Director,Ms,Beverly,A,School,,(412)881-2253,,,,
300020150,ACLD Tillotson School,Approved Private School,3,Allegheny IU 3,Allegheny,Open,10/01/1990,(412)881-2268,,,4900 Girard Rd,,Pittsburgh,PA,15227,1440,4900 Girard Rd,,Pittsburgh,PA,15227,,Director,,Beverly,A,School,,(412)371-7467,,,,
300020150,ACLD Tillotson School,"Licensed, Private Academic School",3,Allegheny IU 3,Allegheny,Open,10/01/1990,(412)881-2268,,,4900 Girard Rd,,Pittsburgh,PA,15227,1440,4900 Girard Rd,,Pittsburgh,PA,15227,,Director,,Beverly,A,School,,(412)371-7467,,,,
300181250,Acorn School,"Licensed, Private Academic School",10,Central IU 10,Clinton,Open,10/01/1992,(570)748-5991,,,PO Box 514,,Lock Haven,PA,17745,0514,12 W Water St,,Lock Haven,PA,17745,0000,Director,Ms,Whitney,A,Merinar,,(814)574-8888,,,,
366005817,ACT,Act 48 Independent Provider,,,Out-of-State,Open,08/01/2007,(404)231-1952,,http://www.act.org,"3355 Lenox Road, NE",Suite 320,Atlanta,GA,30326,1332,"3355 Lenox Road, NE",Suite 320,Atlanta,GA,30326,1332,,,,,,,,,,,
300095152,"Act 48 Academy, LLC",Act 48 Independent Provider,,,Bucks,Open,05/12/2014,(267)614-7868,,,47 Scarlet Oak Drive,,Doylestown,PA,18901,,47 Scarlet Oak Drive,,Doylestown,PA,18901,,,,,,,,,,,,
126514368,ACT Academy Cyber CS,Charter School                          ,26,Philadelphia IU 26,Philadelphia,Open,07/01/2012,(267)297-6231,,http://www.actacademy.org,2111 Eastburn Avenue,,Philadelphia,PA,19138,,2111 Eastburn Avenue,,Philadelphia,PA,19138,,Chief Executive Officer,Mr,John,,Spencer,,(267)297-1667,,,,
