LEAAUNumber,LEAInstName,LEACategory,LEAIUNumber,LEAIU,LEACountyName,LEAStatus,LEAStatusEffectiveDate,LEAWebAddress,LEAMailingAddressLine1,LEAMailingAddressLine2,LEAMailingCity,LEAMailingState,LEAMailingZipCode,LEAMailingZipCodeExtn,LEALocationAddressLine1,LEALocationAddressLine2,LEALocationCity,LEALocationState,LEALocationZipCode,LEALocationZipCodeExtn,LEAPhoneNumber,LEAPhoneNumberExtn,LEAAdminTitle,LEAAdminSalutation,LEAAdminFirstName,LEAAdminMiddleInitial,LEAAdminLastName,LEAAdminSuffix,LEAAdminPhone,LEAAdminPhoneExtn,SchoolInstCtgyDesc,SchoolAUNNum,SchoolBranchNum,SchoolName,GradeYear,GradeList,GradeCtgy,K4_Half,K4_Full,K5_Half,K5_Full,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Elementary_Ungraded,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,Secondary_Ungraded,SchoolCountyName,SchoolStatus,SchoolStatusEffDate,SchoolWebAddress,SchoolPhone,SchoolPhoneExtn,SchoolMailingAddressLine1,SchoolMailingAddressLine2,SchoolMailingCity,SchoolMailingState,SchoolMailingZipCode,SchoolMailingZipCodeExtn,SchoolLocationAddressLine1,SchoolLocationAddressLine2,SchoolLocationCity,SchoolLocationState,SchoolLocationZipCode,SchoolLocationZipCodeExtn,SchoolAdminTitle,SchoolAdminSalutation,SchoolAdminFirstName,SchoolAdminMiddleInitial,SchoolAdminLastName,SchoolAdminSuffix,CyberSchoolInd,
101260303,Albert Gallatin Area SD,School District,1,Intermediate Unit 1,Fayette,Open,06/08/1999,http://www.albertgallatin.k12.pa.us,2625 Morgantown Rd,,Uniontown,PA,15401,6703,2625 Morgantown Rd,,Uniontown,PA,15401,6703,(724)564-7190,8110,Acting Superintendent,Mr,Carl,F,Bezjak,,(724)564-7190,,Regular School,101260303,7608,Albert Gallatin South MS,2015-2016,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Fayette,Open,07/20/1999,,(724)725-5241,,224 New Geneva Road,,Point Marion,PA,15474,9721,224 New Geneva Road,,Point Marion,PA,15474,9721,Principal,Mrs,Joetta,,Britvich,,,
127040503,Aliquippa SD,School District,27,Beaver Valley IU 27,Beaver,Open,06/08/1999,http://www.quipsd.org,800 21st Street,,Aliquippa,PA,15001,2763,800 21st Street,,Aliquippa,PA,15001,2763,(724)857-7500,1105,Superintendent,Mr,David,A,Wytiaz,,(724)857-7500,,Regular School,127040503,8085,Aliquippa El Sch,2015-2016,K5F-6,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Beaver,Open,07/01/2009,http://www.quispd.org,(724)857-7500,,800 Twenty-First Street,,Aliquippa,PA,15001,    ,800 Twenty-First Street,,Aliquippa,PA,15001,    ,Principal,Dr,Pete,,Carbone,,,
127040503,Aliquippa SD,School District,27,Beaver Valley IU 27,Beaver,Open,06/08/1999,http://www.quipsd.org,800 21st Street,,Aliquippa,PA,15001,2763,800 21st Street,,Aliquippa,PA,15001,2763,(724)857-7500,1105,Superintendent,Mr,David,A,Wytiaz,,(724)857-7500,,Regular School,127040503,8086,Aliquippa JSHS,2015-2016,7-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Beaver,Open,07/01/2009,,(724)857-7500,4001,800 21st Street,,Aliquippa,PA,15001,,100 Harding Avenue,,Aliquippa,PA,15001,    ,Principal,Mr,Alvin,,Gipson,,,
103020603,Allegheny Valley SD,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.avsdweb.org,300 Pearl Ave,,Cheswick,PA,15024,1066,300 Pearl Ave,,Cheswick,PA,15024,1066,(724)274-5300,,Superintendent,Mr,Patrick,,Graczyk,,(724)274-5300,5115,Regular School,103020603,0024,Colfax Upper El Sch,2015-2016,4-6,ELEMENTARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,03/24/1999,,(724)274-7200,,430 Colfax St,,Springdale,PA,15144,1299,430 Colfax St,,Springdale,PA,15144,1299,Elementary Supervisor,Mr,Gregory,,Heavner,,,
103020603,Allegheny Valley SD,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.avsdweb.org,300 Pearl Ave,,Cheswick,PA,15024,1066,300 Pearl Ave,,Cheswick,PA,15024,1066,(724)274-5300,,Superintendent,Mr,Patrick,,Graczyk,,(724)274-5300,5115,Regular School,103020603,0029,Springdale JSHS,2015-2016,7-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Allegheny,Open,06/30/2000,,(724)274-8100,,501 Butler Rd,,Springdale,PA,15144,1298,501 Butler Rd,,Springdale,PA,15144,1298,Principal,Mrs,Michele,,Welter,,,
103020603,Allegheny Valley SD,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.avsdweb.org,300 Pearl Ave,,Cheswick,PA,15024,1066,300 Pearl Ave,,Cheswick,PA,15024,1066,(724)274-5300,,Superintendent,Mr,Patrick,,Graczyk,,(724)274-5300,5115,Regular School,103020603,5296,Acmetonia Primary Sch,2015-2016,K5F-3,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,01/26/1999,http://www.avsdweb.org,(724)274-6500,,300 Pearl Street,,Cheswick,PA,15024,1066,300 Pearl Street,,Cheswick,PA,15024,1066,Principal,Mr,Gregory,,Heavner,,,
106160303,Allegheny-Clarion Valley SD,School District,6,Riverview IU 6,Clarion,Open,09/22/1999,http://www.acvsd.org,PO Box 100,,Foxburg,PA,16036,0100,776 Route 58,,Foxburg,PA,16036,0100,(724)659-5820,,Superintendent,Mr,David,,McDeavitt,,(724)659-5820,108,Regular School,106160303,4664,Allegheny-Clarion Valley HS,2015-2016,7-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Clarion,Open,11/10/1997,http://WWW.ACVSD.ORG,(724)659-4661,,PO Box 345,,Foxburg,PA,16036,0345,762 Route 58,,Foxburg,PA,16036,,Principal,Mr,William,,Jordan,,,
106160303,Allegheny-Clarion Valley SD,School District,6,Riverview IU 6,Clarion,Open,09/22/1999,http://www.acvsd.org,PO Box 100,,Foxburg,PA,16036,0100,776 Route 58,,Foxburg,PA,16036,0100,(724)659-5820,,Superintendent,Mr,David,,McDeavitt,,(724)659-5820,108,Regular School,106160303,7467,Allegheny-Clarion Valley Elem,2015-2016,K5F-6,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Clarion,Open,04/02/1998,http://WWW.ACVSD.ORG,(724)659-3555,,PO Box 347,,Foxburg,PA,16036,0347,776 Route 58,,Foxburg,PA,16036,,Principal,Dr,John,A,Giancola,,,
121390302,Allentown City SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,08/14/2000,http://www.allentownsd.org/,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,(484)765-4000,,Superintendent,Dr,C.Russell,,Mayo,,,,Regular School,121390302,2768,Hiram W Dodd El Sch,2015-2016,K5H-5,ELEMENTARY,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,08/09/2000,,(484)765-4501,,1944 S Church St,,Allentown,PA,18103,8690,1944 S Church St,,Allentown,PA,18103,8690,Principal,Mrs,Karen,,Boardman,,,
121390302,Allentown City SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,08/14/2000,http://www.allentownsd.org/,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,(484)765-4000,,Superintendent,Dr,C.Russell,,Mayo,,,,Regular School,121390302,2774,Jefferson El Sch,2015-2016,K5H-5,ELEMENTARY,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,05/20/1993,,(484)765-4421,,750 Saint John St,,Allentown,PA,18103,3293,750 Saint John St,,Allentown,PA,18103,3293,Principal,Ms,Karen,,Dopera,,,
121390302,Allentown City SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,08/14/2000,http://www.allentownsd.org/,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,(484)765-4000,,Superintendent,Dr,C.Russell,,Mayo,,,,Regular School,121390302,2775,Lehigh Parkway El Sch,2015-2016,K5H-5,ELEMENTARY,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,07/16/1999,,(484)765-4441,,1708 Coronado St,,Allentown,PA,18103,4793,1708 Coronado St,,Allentown,PA,18103,4793,Principal,Mr,William,,Seng,,,
121390302,Allentown City SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,08/14/2000,http://www.allentownsd.org/,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,(484)765-4000,,Superintendent,Dr,C.Russell,,Mayo,,,,Regular School,121390302,2777,McKinley El Sch,2015-2016,1-5,ELEMENTARY,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,07/10/1996,,(484)765-5461,,1124 W Turner St,,Allentown,PA,18102,3897,1124 W Turner St,,Allentown,PA,18102,3897,Principal,Mr,Richard,,Kern,,,
121390302,Allentown City SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,08/14/2000,http://www.allentownsd.org/,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,(484)765-4000,,Superintendent,Dr,C.Russell,,Mayo,,,,Regular School,121390302,2779,Mosser El Sch,2015-2016,K5H-5,ELEMENTARY,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,08/09/2000,,(484)765-5881,,129 S Dauphin St,,Allentown,PA,18109,2797,129 S Dauphin St,,Allentown,PA,18109,2797,Principal,Ms,Tiffany,,Polek,,,
121390302,Allentown City SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,08/14/2000,http://www.allentownsd.org/,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,(484)765-4000,,Superintendent,Dr,C.Russell,,Mayo,,,,Regular School,121390302,2780,Muhlenberg El Sch,2015-2016,K5H-5,ELEMENTARY,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,07/03/1997,,(484)765-4861,,740 N 21st St,,Allentown,PA,18104,4088,740 N 21st St,,Allentown,PA,18104,4088,Principal,Ms,Melissa,,Smith,,,
121390302,Allentown City SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,08/14/2000,http://www.allentownsd.org/,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,(484)765-4000,,Superintendent,Dr,C.Russell,,Mayo,,,,Regular School,121390302,2781,Ritter El Sch,2015-2016,K5H-5,ELEMENTARY,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,08/09/2000,,(484)765-5661,,790 N Plymouth Street,,Allentown,PA,18109,2396,790 N Plymouth Street,,Allentown,PA,18109,2396,Principal,Mrs,Melissa,,Marcks,,,
121390302,Allentown City SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,08/14/2000,http://www.allentownsd.org/,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,(484)765-4000,,Superintendent,Dr,C.Russell,,Mayo,,,,Regular School,121390302,2782,Roosevelt El Sch,2015-2016,K5H-5,ELEMENTARY,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,08/09/2000,,(484)765-4461,,210 W Susquehanna St,,Allentown,PA,18103,4197,210 W Susquehanna St,,Allentown,PA,18103,4197,Principal,Ms,Heather,,Bennett,,,
121390302,Allentown City SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,08/14/2000,http://www.allentownsd.org/,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,(484)765-4000,,Superintendent,Dr,C.Russell,,Mayo,,,,Regular School,121390302,2785,Union Terrace El Sch,2015-2016,K5H-5,ELEMENTARY,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,05/20/1993,,(484)765-5481,,1939 W Union St,,Allentown,PA,18104,6795,1939 W Union St,,Allentown,PA,18104,6795,Principal,Mr,David,,Hahn,,,
121390302,Allentown City SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,08/14/2000,http://www.allentownsd.org/,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,(484)765-4000,,Superintendent,Dr,C.Russell,,Mayo,,,,Regular School,121390302,2786,Washington El Sch,2015-2016,1-5,ELEMENTARY,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,05/20/1993,,(484)765-4941,,837 N 9th St,,Allentown,PA,18102,1494,837 N 9th St,,Allentown,PA,18102,1494,Principal,Mr,Robert,,Wheeler,,,
121390302,Allentown City SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,08/14/2000,http://www.allentownsd.org/,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,(484)765-4000,,Superintendent,Dr,C.Russell,,Mayo,,,,Regular School,121390302,2790,Central El Sch,2015-2016,K5H-5,ELEMENTARY,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,08/09/2000,,(484)765-4801,,829 W Turner St,,Allentown,PA,18102,4066,829 W Turner St,,Allentown,PA,18102,4066,Principal,Mrs,Deb,,Barnes,,,
121390302,Allentown City SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,08/14/2000,http://www.allentownsd.org/,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,(484)765-4000,,Superintendent,Dr,C.Russell,,Mayo,,,,Regular School,121390302,2791,Harrison-Morton MS,2015-2016,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,07/03/1997,,(484)765-5701,,137 N 2nd St,,Allentown,PA,18101,1916,137 N 2nd St,,Allentown,PA,18101,1916,Principal,Mrs,Daria,,Custer,,,
121390302,Allentown City SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,08/14/2000,http://www.allentownsd.org/,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,(484)765-4000,,Superintendent,Dr,C.Russell,,Mayo,,,,Regular School,121390302,2792,Francis D Raub MS,2015-2016,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,08/10/2000,,(484)765-5301,,102 S Saint Cloud St,,Allentown,PA,18104,6726,102 S Saint Cloud St,,Allentown,PA,18104,6726,Principal,Ms,Susan,,Elliott,,,
121390302,Allentown City SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,08/14/2000,http://www.allentownsd.org/,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,(484)765-4000,,Superintendent,Dr,C.Russell,,Mayo,,,,Regular School,121390302,2793,South Mountain MS,2015-2016,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,05/20/1993,,(484)765-4301,,709 W Emaus Ave,,Allentown,PA,18103,6778,709 W Emaus Ave,,Allentown,PA,18103,6778,Principal,Mr,Frank,,Derrick,,,
121390302,Allentown City SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,08/14/2000,http://www.allentownsd.org/,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,(484)765-4000,,Superintendent,Dr,C.Russell,,Mayo,,,,Regular School,121390302,2794,William Allen HS,2015-2016,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Lehigh,Open,08/09/2000,,(484)765-5001,,106 N 17th St,,Allentown,PA,18104,5692,106 N 17th St,,Allentown,PA,18104,5692,,Mr,Scott,,Fisher,,,
121390302,Allentown City SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,08/14/2000,http://www.allentownsd.org/,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,(484)765-4000,,Superintendent,Dr,C.Russell,,Mayo,,,,Regular School,121390302,2795,Louis E Dieruff HS,2015-2016,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Lehigh,Open,08/09/2000,,(484)765-5501,,815 N Irving St,,Allentown,PA,18109,1894,815 N Irving St,,Allentown,PA,18109,1894,Principal,Mrs,Susan,,Bocian,,,
121390302,Allentown City SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,08/14/2000,http://www.allentownsd.org/,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,(484)765-4000,,Superintendent,Dr,C.Russell,,Mayo,,,,Regular School,121390302,4929,Trexler MS,2015-2016,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,05/20/1993,,(484)765-4601,,851 N 15th St,,Allentown,PA,18102,1201,851 N 15th St,,Allentown,PA,18102,1201,Principal,Mr,Stephen,,Serensits,,,
121390302,Allentown City SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,08/14/2000,http://www.allentownsd.org/,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,(484)765-4000,,Superintendent,Dr,C.Russell,,Mayo,,,,Regular School,121390302,6448,Sheridan El Sch,2015-2016,1-5,ELEMENTARY,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,05/20/1993,,(484)765-4881,,521 N 2nd St,,Allentown,PA,18102,2597,521 N 2nd St,,Allentown,PA,18102,2597,Principal,Ms,Lisa,,Lesko,,,
121390302,Allentown City SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,08/14/2000,http://www.allentownsd.org/,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,(484)765-4000,,Superintendent,Dr,C.Russell,,Mayo,,,,Regular School,121390302,7102,Cleveland El Sch,2015-2016,1-5,ELEMENTARY,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,07/16/1999,,(484)765-4821,,424 N 9th St,,Allentown,PA,18102,5501,424 N 9th St,,Allentown,PA,18102,5501,Principal,Ms,Tonya,,Dellatore,,,
121390302,Allentown City SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,08/14/2000,http://www.allentownsd.org/,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,(484)765-4000,,Superintendent,Dr,C.Russell,,Mayo,,,,Regular School,121390302,7131,Lincoln Early Chld Ctr,2015-2016,K5H-K5F,ELEMENTARY,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,08/09/2000,,(484)765-5441,,1402 W Walnut St,,Allentown,PA,18102,4424,1402 W Walnut St,,Allentown,PA,18102,4424,Principal,Ms,Elsie,,Pletz,,,
121390302,Allentown City SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,08/14/2000,http://www.allentownsd.org/,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,(484)765-4000,,Superintendent,Dr,C.Russell,,Mayo,,,,Regular School,121390302,8140,Luis A. Ramos El Sch,2015-2016,K5H-5,ELEMENTARY,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,07/01/2010,,(484)765-4841,,1430 West Allen St,,Allentown,PA,18102,    ,1430 West Allen St,,Allentown,PA,18102,    ,Principal,Ms,Marybeth,,Kornfeind-Ralston,,,
121390302,Allentown City SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,08/14/2000,http://www.allentownsd.org/,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,31 S Penn Street,PO Box 328,Allentown,PA,18105,0328,(484)765-4000,,Superintendent,Dr,C.Russell,,Mayo,,,,Regular School,121390302,8341,Building 21 Allentown,2015-2016,9,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,07/01/2015,,(484)765-4400,,265 Lehigh St.,,Allentown,PA,18102,,265 Lehigh St.,,Allentown,PA,18102,,Principal,Dr,Janine,M,Mathesz,,,
126512990,Alliance for Progress CS,Charter School                          ,26,Philadelphia IU 26,Philadelphia,Open,05/18/1998,http://www.afpcs.org,1821-39 Cecil B Moore Ave,,Philadelphia,PA,19121,,1821-39 Cecil B Moore Ave,,Philadelphia,PA,19121,,(215)232-4892,,Chief Executive Officer,Mrs,Joanna,,Hightower,,(215)232-4892,,Regular School,126512990,7543,Alliance for Progress CS,2015-2016,"K5F-6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Philadelphia,Open,10/20/1999,,(215)232-4892,,1821-39 Cecil B Moore Avenue,,Philadelphia,PA,19121,,1821-39 Cecil B Moore Avenue,,Philadelphia,PA,19121,,Chief Executive Officer,Mrs,Joanna,,Hightower,,FALSE,
108070502,Altoona Area SD,School District,8,Appalachia IU 8,Blair,Open,06/08/1999,http://www.aasdcat.com/aasd,1415 6th Ave,,Altoona,PA,16602,2427,1415 6th Ave,,Altoona,PA,16602,2427,(814)946-8211,,Superintendent,Mr,John,J,Kopicki,,(814)946-8350,,Regular School,108070502,0891,Baker El Sch,2015-2016,K5F-6,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blair,Open,07/17/2000,,(814)946-8388,,108 W Ward Ave,,Altoona,PA,16602,3145,108 W Ward Ave,,Altoona,PA,16602,3145,Principal,Mrs,Haley,,Fleegle,,,
108070502,Altoona Area SD,School District,8,Appalachia IU 8,Blair,Open,06/08/1999,http://www.aasdcat.com/aasd,1415 6th Ave,,Altoona,PA,16602,2427,1415 6th Ave,,Altoona,PA,16602,2427,(814)946-8211,,Superintendent,Mr,John,J,Kopicki,,(814)946-8350,,Regular School,108070502,0895,Juniata El Sch,2015-2016,K5F-6,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blair,Open,10/08/1998,,(814)946-8394,,418 N 8th Ave Juniata,,Altoona,PA,16601,5718,418 N 8th Ave Juniata,,Altoona,PA,16601,5718,Principal,Mr,Erik,,Dambeck,,,
108070502,Altoona Area SD,School District,8,Appalachia IU 8,Blair,Open,06/08/1999,http://www.aasdcat.com/aasd,1415 6th Ave,,Altoona,PA,16602,2427,1415 6th Ave,,Altoona,PA,16602,2427,(814)946-8211,,Superintendent,Mr,John,J,Kopicki,,(814)946-8350,,Regular School,108070502,0902,Pleasant Valley El Sch,2015-2016,K5F-6,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blair,Open,10/05/2000,,(814)946-8397,,310 Cayuga Avenue,,Altoona,PA,16602,4500,310 Cayuga Avenue,,Altoona,PA,16602,4500,Principal,Ms,Susan,,Richardella,,,
